paragraph_id,chapter,original_text,translated_text,prompt,subject,verb,object
22,14,"Lại nói chuyện Tấm chết hóa thành chim vàng anh. Chim bay một mạch về kinh đến vườn ngự. Thấy Cám đang ngồi giặt áo cho vua ở giếng, vàng anh dừng lại trên một cành cây, bảo nó: ""Phơi áo chồng tao phơi lao phơi sào, chớ phơi bờ rào, rách áo chồng tao"". Rồi chim vàng anh bay thẳng vào cung đậu ở cửa sổ, hót lên rất vui tai. Vua đi đâu, chim bay đến đó.","Tam's spirit became a Golden Oriole bird with bright yellow feathers. It flew to the palace garden. Seeing Cam washing the King's clothes, the bird perched on a branch and chirped, ""Wash carefully! Hang them on a pole, not the thorny fence!"" The bird then flew to the King's window, singing a beautiful melody, following him everywhere.","Traditional Vietnamese painting style, a bright yellow oriole bird perched on a branch, chirping at Cam who is washing clothes by a well, palace garden scenery, highly detailed, 8k resolution.",Oriole bird,Scolding,Cam
23,14,"Vua đang nhớ Tấm không nguôi, thấy chim quyến luyến theo mình, vua bảo: ""Vàng ảnh vàng anh, có phải vợ anh, chui vào tay áo"". Chim vàng anh bay lại đậu vào tay vua, rồi rúc vào tay áo. Vua yêu quý vàng anh quên cả ăn ngủ. Vua sai làm một cái lồng bằng vàng cho chim ở. Từ đó, ngày đêm vua chỉ mê mải với chim không tưởng đến Cám.","The King, missing his wife, held out his hand. ""Golden Oriole, if you are my wife, fly into my sleeve."" The bird flew down and nestled inside his wide silk sleeve. Overjoyed, the King built a cage of pure gold for the bird. He spent all day talking to it, ignoring Cam completely.","Traditional Vietnamese painting style, the King in royal robes letting a yellow bird fly into his wide silk sleeve, a golden cage nearby, tender and mystical scene, 8k resolution, professional artwork.",Oriole bird,Flying into,King's sleeve
24,14,"Cám vội về nhà mách mẹ. Mẹ nó bảo cứ bắt chim làm thịt ăn rồi kiếm điều nói dối vua. Trở lại cung vua, Cám nhân lúc vua đi vắng, bắt chim làm thịt ăn, rồi vứt lông chim ở ngoài vườn. Thấy mất vàng anh, vua hỏi, Cám đáp: ""Thiếp có mang thèm ăn thịt chim nên trộm phép bệ hạ đã giết thịt ăn mất rồi"". Vua không nói gì cả.","Furious, Cam went home to complain. Her mother made a slashing motion across her neck. Back at the palace, while the King was away, Cam caught the bird, killed it, and ate it. She buried the yellow feathers in the garden. When the King returned, Cam lied, ""I craved bird meat, so I ate it."" The King clenched his jaw but remained silent.","Traditional Vietnamese painting style, Cam killing the bird with a knife, burying bright yellow feathers in the palace garden under a dark sky, treacherous expression, highly detailed, masterpiece quality.",Cam,Killing,Oriole bird
25,14,"Lông chim vàng anh chôn ở vườn hóa ra hai cây xoan đào. Khi vua đi chơi vườn ngự, cành lá của chúng sà xuống che kín thành bóng tròn như hai cái lọng. Vua thấy cây đẹp rợp bóng, sai lính hầu mắc võng vào hai cây rồi nằm chơi hóng mát. Khi vua đi khỏi thì cành cây lại vươn thẳng trở lại. Từ đó, không ngày nào là vua không ra nằm hóng mát ở hai cây xoan đào.","From the feathers, two Peach Pine trees grew tall overnight. Their branches curved down like green parasols. When the King walked beneath them, the leaves brushed his face gently. He ordered a hammock tied between the trunks and rested there daily. The trees seemed to hug him. When he left, the branches straightened up.","Traditional Vietnamese painting style, the King lying in a hammock between two lush green trees with drooping branches, the trees providing shade like a parasol, peaceful palace garden, 8k resolution.",Trees,Shading,The King
26,14,"Cám biết chuyện lại về mách mẹ. Mẹ nó bảo cứ sai thợ chặt cây làm khung cửi rồi kiếm điều nói dối vua. Về đến cung, nhân một hôm gió bão, Cám sai thợ chặt hai cây xoan đào lấy gỗ đóng khung cửi. Thấy cây bị chặt, vua hỏi thì Cám đáp: ""Cây bị đổ vì bão, thiếp sai thợ chặt làm khung cửi để dệt áo cho bệ hạ"".","Cam saw this and told her mother. Her mother ordered her to cut them down. Waiting for a storm, Cam had servants chop the trees. She made a loom from the wood. She told the King, ""The storm felled them, so I made a loom for your clothes."" The King turned away, hiding his anger.","Traditional Vietnamese painting style, Cam watching servants chop down two beautiful trees with axes during a storm, wood being carried away, cold and vengeful atmosphere, highly detailed, professional artwork.",Cam,Ordering,Trees chopped
27,14,"Nhưng khi khung cửi đóng xong, Cám ngồi dệt vào dệt lúc nào cũng nghe thấy tiếng khung cửi rủa mình: ""Cót ca cót két, Lấy tranh chồng chị, Chị khoét mắt ra"". Thấy vậy con Cám sợ hãi vội về mách mẹ. Mẹ nó bảo đốt quách khung cửi rồi đem tro đi đổ cho rõ xa để được yên tâm. Về đến cung, Cám làm như lời mẹ nói. Nó mang tro đã đốt đem đi đổ ở lề đường cách xa hoàng cung.","However, when Cam sat at the loom, the wood creaked loudly, sounding like a voice: ""Creak, creak! You stole your sister's husband; I will gouge out your eyes!"" Terrified, Cam ran to her mother. ""Burn it!"" the mother screamed. Cam burned the loom to ash and dumped the ash by a roadside far from the palace.","Traditional Vietnamese painting style, Cam sitting at a wooden loom, looking terrified as the wood takes the shape of a screaming face, fire in the background as she burns it, dramatic lighting, masterpiece quality.",Cam,Burning,The loom
28,14,"Đống tro bên đường lại mọc lên một cây thị cao lớn, cành lá sum suê. Đến mùa có quả, cây thị chỉ đậu được có một quả, nhưng mùi thơm tỏa ngát khắp nơi. Một bà lão hàng nước ở gần đó một hôm đi qua dưới gốc ngửi thấy mùi thơm, ngẩng đầu nhìn lên thấy quả thị trên cành cao, bèn giơ bị ra nói lẩm bẩm: ""Thị ơi thị, rụng vào bị bà, bà đem bà ngửi, chứ bà không ăn"".","From the ash pile, a large Thi tree grew. It bore a single golden fruit, radiating a sweet fragrance. An old woman with a tea stall passed by. She looked up and held open her cloth bag. ""O Thi fruit, fall into my bag; I will cherish your scent, I will not eat you."" The fruit dropped perfectly into her bag.","Traditional Vietnamese painting style, an old woman holding an open bag under a tall tree with a single golden fruit, the fruit falling into the bag, soft magical light, 8k resolution, professional artwork.",Thi fruit,Falling into,Woman's bag
29,14,"Bà lão nâng niu đem về nhà cất trong buồng, thỉnh thoảng lại vào ngắm nghía và ngửi mùi thơm. Ngày nào bà lão cũng đi chợ vắng. Từ trong quả thị chui ra một cô gái thân hình bé nhỏ như ngón tay nhưng chỉ trong chớp mắt đã biến thành Tấm. Tấm vừa bước ra đã cầm lấy chổi quét dọn nhà cửa sạch sẽ, rồi đi vo gạo thổi cơm, hái rau ở vườn nấu canh giúp bà hàng nước. Đoạn Tấm lại thu hình bé nhỏ như cũ rồi chui vào vỏ quả thị.","The old woman placed the fruit in her room. Every day when she left for the market, Tam emerged from the fruit, transforming into a young woman. She swept the floor, cooked steaming rice, and prepared vegetable soup. Before the woman returned, Tam shrank back into the fruit. The old woman always found her home magically cleaned and dinner ready.","Traditional Vietnamese painting style, Tam emerging from a golden fruit in a humble cottage, sweeping the floor and cooking, translucent magical effect, warm interior, highly detailed, masterpiece quality.",Tam,Emerging from,The fruit
30,14,"Một hôm bà hàng nước giả vờ đi chợ, đến nửa đường lại lén trở về, rình ở bụi cây sau nhà. Trong khi đó, Tấm từ quả thị chui ra rồi cũng làm các việc như mọi lần. Bà lão rón rén lại nhìn vào các khe cửa. Khi thấy một cô gái xinh đẹp thì bà mừng quá, bất thình lình xô cửa vào ôm choàng lấy Tấm, đoạn xé vụn vỏ thị. Từ đó Tấm ở với bà hàng nước, hai người thương yêu nhau như hai mẹ con.","One day, the old woman pretended to leave but hid behind the house. Peeking through a crack, she saw Tam step out of the fruit. The old woman burst into the room and hugged Tam tightly. She tore up the fruit peel so Tam could not hide again. They lived together happily, Tam helping her run the tea stall.","Traditional Vietnamese painting style, the old woman hugging Tam in a small room, torn pieces of fruit peel on the floor, emotional reunion, soft sunlight through the window, 8k resolution, professional artwork.",Woman,Embracing,Tam
31,14,"Một hôm vua đi chơi ra khỏi hoàng cung. Thấy có quán nước bên đường sạch sẽ bèn ghé vào. Bà lão mang trầu nước dâng lên vua. Thấy trầu têm cánh phượng, vua sực nhớ tới trầu vợ mình têm ngày trước cũng y như vậy, liền phán hỏi: ""Trầu này ai têm?"". ""Trầu này con gái già têm"", bà lão đáp. ""Con gái của bà đâu, gọi ra đây cho ta xem mặt"".","One day, the King stopped at the tea stall. The old woman served him betel nut folded in a distinctive phoenix-wing shape. The King froze. It was exactly how his late wife made it. ""Who prepared this?"" he demanded. ""My daughter,"" the woman replied. ""Bring her here,"" the King ordered.","Traditional Vietnamese painting style, the King examining a piece of betel nut shaped like a phoenix wing, the old woman standing nearby, rustic tea stall by the road, highly detailed, masterpiece quality.",King,Examining,Betel nut
32,14,"Bà lão gọi Tấm ra, Tấm vừa xuất hiện, vua nhận ra ngay vợ mình ngày trước, có phần trẻ đẹp hơn xưa. Vua mừng quá, bảo bà hàng nước kể lại sự tình, rồi truyền cho quân hầu đưa kiệu rước Tấm về cung. Cám thấy Tấm trở về được vua yêu như xưa thì nó không khỏi sợ hãi. Một hôm Cám hỏi chị: ""Chị Tấm ơi chị Tấm, chị làm thế nào mà đẹp thế?"".","Tam stepped out. The King recognized her instantly. She was more beautiful than ever. Overjoyed, he ordered a royal procession to bring her back to the palace. Cam trembled with fear upon seeing Tam return. One day, Cam asked Tam, ""Sister, how is your skin so white and beautiful?"""",""Traditional Vietnamese painting style, the King and Tam reuniting at the tea stall, royal guards and palanquin in the background, Cam trembling with fear in a corner, 8k resolution, professional artwork.",King and Tam,Reuniting,At tea stall,
33,14,"Tấm không đáp, chỉ hỏi lại: ""Có muốn đẹp không để chị giúp!"". Cám bằng lòng ngay. Tấm sai quân hầu đào một cái hố sâu và đun một nồi nước sôi. Tấm bảo Cám xuống hố rồi sai quân hầu dội nước sôi vào hố. Cám chết, Tấm sai đem xác làm mắm bỏ vào chĩnh gửi cho mụ dì ghẻ, nói là quà của con gái mụ gửi biếu. Mẹ con Cám tưởng thật lấy mắm ra ăn, bữa nào cũng nức nở khen ngon.","Tam replied, ""Do you want to be like me?"" Cam nodded. Tam ordered soldiers to dig a pit and boil a large cauldron of water. She told Cam to stand in the pit. At a signal, soldiers poured the boiling water in. Cam died. Tam had the body made into fermented sauce jars and sent to the stepmother as a ""gift from her daughter."" The stepmother ate it daily, praising the taste.","Traditional Vietnamese painting style, Cam standing in a deep pit, steam rising from a cauldron, a dark and vengeful atmosphere, soldiers in the background, highly detailed, masterpiece quality.",Tam,Punishing,Cam
34,14,"Một con quạ ở đâu bay đến đậu trên nóc nhà kêu rằng: ""Ngon ngỏn ngòn ngon! Mẹ ăn thịt con, có còn xin miếng?"". Mẹ con Cám giận lắm, chửi mắng ầm ĩ rồi vác sào đuổi quạ. Nhưng đến ngày mắm gần hết, dòm vào chĩnh, mụ thấy đầu lâu của con thì lăn đùng ra chết.","A crow flew onto the stepmother's roof cawing, ""Delicious! A mother eats her child's flesh!"" The stepmother chased it away with a stick. But later, when the jar was nearly empty, she looked inside and saw her daughter's skull. Her eyes went wide with horror, she grasped her chest, collapsed on the floor, and died.","Traditional Vietnamese painting style, a black crow cawing on a thatched roof, the stepmother looking into a jar with a face of horror, dark ending, high contrast, 8k resolution, professional artwork.",Stepmother,Discovering,The skull
,,,,,,,
1,15,"Ngày xưa, có hai vợ chồng một lão nông nghèo đi ở cho nhà một phú ông. Họ hiền lành, chăm chỉ nhưng đã ngoài năm mươi tuổi mà chưa có lấy một mụn con. Một hôm, người vợ vào rừng lấy củi. Trời nắng to, khát nước quá, thấy cái sọ dừa bên gốc cây to đựng đầy nước mưa, bà bèn bưng lên uống. Thế rồi, về nhà, bà có mang.","Once upon a time, an old peasant couple worked in a landlord's field. They were over fifty, with sun-wrinkled faces and rough hands, sitting alone in a quiet thatched hut. One day, the wife gathered firewood in a dense forest. Under the blazing sun, thirsty, she found a dried coconut skull at the foot of a giant tree, filled with clear rainwater. She lifted it to her lips and drank. Later, her belly grew round with a child.","Traditional Vietnamese painting style, an elderly woman in a brown bodice drinking rainwater from a dried coconut shell under a massive ancient tree, golden sunlight filtering through forest leaves, rustic and mystical atmosphere, highly detailed, 8k resolution.",Elderly woman,Drinking,Rainwater from coconut shell
2,15,"Ít lâu sau, người chồng mất. Bà sinh ra một đứa con không có chân tay, mình mẩy, cứ tròn lông lốc như một quả dừa. Bà buồn, toan vứt nó đi thì đứa bé lên tiếng bảo: ""Mẹ ơi! Con là người đấy! Mẹ đừng vứt con mà tội nghiệp"". Bà lão thương tình để lại nuôi rồi đặt tên cho cậu là Sọ Dừa.","The husband passed away. The widow gave birth to a strange child—a round, fleshy ball with reddish-brown skin, no arms or legs, resembling a coconut. Her hands shook as she raised them to throw the creature away. Suddenly, the ball's eyes opened and it spoke: ""Mother! I am human. Do not throw me away."" The old woman lowered her hands, tears flowing down her cheeks, and named him So Dua.","Traditional Vietnamese painting style, a poor widow looking with tears at a small, round, limb-less baby resembling a coconut on a straw mat, humble thatched hut interior, emotional and soft lighting, masterpiece quality.",Widow,Caring for,Round baby
3,15,"Lớn lên, Sọ Dừa vẫn thế, cứ lăn lông lốc chẳng làm được việc gì. Bà mẹ lấy làm phiền lòng lắm. Sọ Dừa biết vậy bèn xin mẹ đến chăn bò cho nhà phú ông. Nghe nói đến Sọ Dừa, phú ông ngần ngại. Nhưng nghĩ: nuôi nó thì ít tốn cơm, công sá lại chẳng đáng là bao, phú ông đồng ý.","Years later, So Dua remained a round ball, rolling across the earthen floor. His mother sighed, looking at empty rice jars. So Dua rolled to her feet: ""Mother, let me herd cattle for the landlord."" The fat landlord, wearing fine yellow silk, looked at the round creature and squinted his eyes doubtfully, but then smirked, calculating the low cost. He nodded.","Traditional Vietnamese painting style, a round coconut-shaped boy rolling towards a fat landlord in fine silk robes, a humble mother standing behind, contrasting characters, rural courtyard, highly detailed, professional artwork.",So Dua,Rolling,Towards landlord
4,15,"Chẳng ngờ cậu chăn bò rất giỏi. Ngày ngày, cậu lăn sau đàn bò ra đồng, tối đến lại lăn sau đàn bò về nhà. Cả đàn bò, con nào con nấy cứ no căng. Phú ông lấy làm mừng lắm! Vào ngày mùa, tôi tớ ra đồng làm hết cả, phú ông bèn sai ba cô con gái thay phiên nhau đem cơm cho Sọ Dừa.","Surprisingly, the boy was skilled. Every day, he rolled like a ball behind the herd to green pastures; at dusk, he rolled back. The cows returned with bellies round and full of grass. The landlord grinned, rubbing his hands together. During harvest, he ordered his three daughters to take turns carrying lunch baskets to So Dua on the hill.","Traditional Vietnamese painting style, a round boy rolling on green grass behind a large herd of fat healthy cows, vast blue sky and rice fields, peaceful rural landscape, highly detailed, 8k resolution.",So Dua,Herding,Cattle
5,15,"Trong những lần như thế, hai cô chị kiêu kỳ, ác nghiệt thường hắt hủi Sọ Dừa, chỉ có cô em vốn tính thương người là đối đãi với Sọ Dừa tử tế. Một hôm đến phiên cô út mang cơm cho Sọ Dừa. Mới đến chân núi, cô bỗng nghe thấy tiếng sáo véo von.","The two older sisters, dressed in bright neon pink and green tunics, often kicked the round boy or threw the food into the dirt with a sneer. Only the youngest daughter, wearing simple white clothes and a soft expression, placed the food down carefully. One day, the youngest approached the hill and heard the melodious sound of a bamboo flute drifting in the wind.","Traditional Vietnamese painting style, a kind young girl in simple white clothes gently placing a food basket on the grass for the round boy, while two arrogant sisters sneer in the background, soft lighting, masterpiece quality.",Youngest daughter,Feeding,So Dua
6,15,"Rón rén bước lên cô nhìn thấy một chàng trai khôi ngô tuấn tú đang ngồi trên chiếc võng đào thổi sáo cho đàn bò gặm cỏ. Thế nhưng vừa mới đứng lên, tất cả đã biến mất tăm, chỉ thấy Sọ Dừa nằm lăn lóc ở đấy. Nhiều lần như vậy, cô út biết Sọ Dừa không phải người thường, bèn đem lòng yêu quý.","She tiptoed up the slope. She saw a handsome young man in white robes sitting in a red hammock between two trees, playing a flute while cows grazed. But when she made a sound, the man vanished instantly. On the grass lay only the round coconut-boy. Witnessing this often, the youngest daughter looked at him with a soft smile and blushing cheeks.","Traditional Vietnamese painting style, a handsome young man sitting in a red hammock playing a bamboo flute, cows grazing nearby, magical shimmering aura, the youngest daughter watching from behind a tree, 8k resolution, professional artwork.",Young man,Playing,Bamboo flute
7,15,"Đến cuối mùa ở thuê, Sọ Dừa về nhà giục mẹ đến hỏi con gái phú ông về làm vợ. Bà lão thấy vậy tỏ ra vô cùng sửng sốt, nhưng thấy con năn nỉ mãi, bà cũng chiều lòng. Thấy mẹ Sọ Dừa mang cau đến dạm, phú ông cười mỉa mai: ""Muốn hỏi con gái ta, hãy về sắm đủ một chĩnh vàng cốm, mười tấm lụa đào, mười con lợn béo, mười vò rượu tăm đem sang đây"".","So Dua rolled home and asked his mother to propose marriage. The old woman's jaw dropped, eyes wide, but she finally agreed. She brought betel nuts to the landlord. The landlord laughed loudly, throwing his head back: ""You want my daughter? Bring a pot of gold nuggets, ten rolls of pink silk, ten fat pigs, and ten jars of fine wine!""","Traditional Vietnamese painting style, an old mother presenting betel nuts to a greedy landlord, the landlord laughing mockingly with wide gestures, traditional house interior, high contrast, highly detailed, masterpiece quality.",Landlord,Mocking,The proposal
8,15,"Bà lão đành ra về, nghĩ là phải thôi hẳn việc lấy vợ cho con. Chẳng ngờ, đúng ngày hẹn, bỗng dưng trong nhà có đầy đủ mọi sính lễ, lại có cả gia nhân ở dưới nhà chạy lên khiêng lễ vật sang nhà của phú ông. Phú ông hoa cả mắt lúng túng gọi ba cô con gái ra hỏi ý. Hai cô chị bĩu môi chê bai Sọ Dừa xấu xí rồi ngúng nguẩy đi vào, chỉ có cô út là cúi đầu e lệ tỏ ý bằng lòng.","On the engagement day, the poor hut was filled with the exact gifts and servants in red uniforms. They marched to the landlord's house. The landlord stared at the gold, eyes bulging. He called his daughters. The two older sisters pouted, wrinkled their noses at the coconut-boy, and walked away. Only the youngest bowed her head, cheeks blushing red, to consent.","Traditional Vietnamese painting style, many servants in red carrying gold nuggets, pink silk, and fat pigs into a courtyard, the landlord staring with bulging eyes, celebratory and grand atmosphere, 8k resolution.",Servants,Carrying,Wedding gifts
9,15,"Trong ngày cưới, Sọ Dừa cho bày cỗ thật linh đình, gia nhân chạy ra chạy vào tấp nập. Lúc rước dâu, chẳng ai thấy Sọ Dừa trọc lốc, xấu xí đâu chỉ thấy một chàng trai khôi ngô tuấn tú đứng bên cô út. Mọi người thấy vậy đều cảm thấy sửng sốt và mừng rỡ, còn hai cô chị thì vừa tiếc lại vừa ghen tức.","On the wedding day, a grand feast was held. When the groom appeared, the round ball was gone. A handsome man in blue silk mandarin robes stood beside the bride. Guests gasped and pointed. The two older sisters watched from the corner, clenching their fists and biting their lips in jealousy.","Traditional Vietnamese painting style, a handsome groom in blue silk mandarin robes standing beside a beautiful bride, guests cheering and looking surprised, colorful lanterns, grand royal wedding feel, masterpiece quality.",So Dua,Transforming,Into handsome man
10,15,"Từ ngày ấy, hai vợ chồng Sọ Dừa sống với nhau rất hạnh phúc. Không những thế, Sọ Dừa còn tỏ ra rất thông minh. Chàng ngày đêm miệt mài đèn sách và quả nhiên năm ấy, Sọ Dừa đỗ trạng nguyên. Thế nhưng cũng lại chẳng bao lâu sau, Sọ Dừa được vua sai đi sứ. Trước khi đi, chàng đưa cho vợ một hòn đá lửa, một con dao và hai quả trứng gà nói là để hộ thân.","The couple sat close together, smiling. So Dua read books by candlelight every night and passed the royal exams, becoming the First Laureate. Soon, the King sent him abroad. Before leaving, he gave his wife a flint stone, a sharp knife, and two fresh chicken eggs, placing them in her hands with a serious face: ""Keep these safe.""","Traditional Vietnamese painting style, So Dua studying by a candle's glow, his wife sewing nearby, a sharp knife and two eggs on a table, warm and studious atmosphere, highly detailed, professional artwork.",So Dua,Studying,By candlelight
11,15,"Ganh tị với cô em, hai cô chị sinh lòng ghen ghét rắp tâm hại em để thay làm bà trạng. Nhân quan trạng đi vắng, hai chị sang rủ cô út chèo thuyền ra biển rồi cứ thế lừa đẩy cô em xuống nước. Cô út bị cá kình nuốt chửng, nhưng may có con dao mà thoát chết.","Glaring at their sister's fine robes, the older sisters whispered to each other. While the husband was away, they invited the youngest to a boat trip. On the open sea, they shoved her overboard. She sank and was swallowed by a giant monster fish. Inside the dark belly, she used her husband's knife to slash the flesh.","Traditional Vietnamese painting style, two sisters pushing the youngest girl off a small wooden boat into the deep blue sea, a giant monster fish lurking beneath the waves, dramatic and dark scene, 8k resolution.",Older sisters,Pushing,Youngest sister
12,15,"Cô dạt vào một hòn đảo, lấy dao khoét bụng cá chui ra, đánh đá lấy lửa nướng thịt cá ăn. Sống được ít ngày trên đảo, hai quả trứng gà cũng kịp nở thành một đôi gà đẹp để làm bạn cùng cô út. Một hôm có chiếc thuyền đi qua đảo, con gà trống nhìn thấy bèn gáy to: ""ò… ó… o. Phải thuyền quan trạng rước cô tôi về"".","She cut her way out and washed ashore on a rocky, deserted island. She struck the flint to make a fire and roasted fish meat. The two eggs hatched into a rooster and a hen. One day, a royal ship sailed past. The rooster flew to a high rock, flapping its wings and crowing: ""O... o... o! Is that the Mandarin's ship coming for my mistress?"""",""Traditional Vietnamese painting style, a beautiful woman on a rocky island, a rooster crowing on a high rock, a royal ship with large sails appearing on the horizon, bright sunlight, highly detailed, masterpiece quality.",Rooster,Crowing,On the island,
13,15,"Quan cho thuyền vào xem, chẳng ngờ đó chính là vợ mình. Hai vợ chồng gặp nhau, mừng mừng tủi tủi. Đưa vợ về nhà, quan trạng mở tiệc mừng mời bà con đến chia vui, nhưng lại giấu vợ trong nhà không cho ai biết. Hai cô chị thấy thế khấp khởi mừng thầm, tranh nhau kể chuyện cô em rủi ro ra chiều thương tiếc lắm.","The Mandarin ordered the ship closer and found his wife. They embraced, smiling with tears. Back home, he held a banquet but hid his wife in the inner room. The older sisters arrived, dressed up, wiping fake tears with handkerchiefs and making sad faces while telling stories.","Traditional Vietnamese painting style, a mandarin and his wife embracing on a ship deck, tears of joy, while back at home the two sisters hide their faces behind handkerchiefs, emotional storytelling, professional artwork.",Mandarin and Wife,Reuniting,On the ship
14,15,"Quan trạng không nói gì, tiệc xong mới cho gọi vợ ra. Hai cô chị nhìn thấy cô em thì xấu hổ quá, lén bỏ ra về rồi từ đó bỏ đi biệt xứ.","The Mandarin stayed silent. After the meal, he signaled. His wife stepped out from behind the curtain, beautiful and alive. The older sisters froze, their faces turning red. They covered their faces with their hands, ran out of the house, and fled the village.","Traditional Vietnamese painting style, the beautiful wife stepping out from behind a silk curtain, the two sisters looking terrified and red-faced with shame, royal banquet hall, high drama, highly detailed, 8k resolution.",Youngest wife,Appearing,Before sisters
,,,,,,,
1,16,"Một nhà kia có hai anh em, cha mẹ đều chết cả. Hai anh em chăm lo làm lụng, nên trong nhà cũng đủ ăn. Muốn cho vui cửa vui nhà, hai người cùng lấy vợ. Nhưng từ khi có vợ, người anh sinh ra lười biếng, bao nhiêu công việc khó nhọc, đều trút cả cho hai vợ chồng người em.","Two brothers lived in a rural house with a tiled roof. The older brother, fat and wearing a fine silk tunic, lay in a hammock fanning himself. In the background, under the harsh noon sun, the younger brother and his wife, dressed in faded brown peasant clothes, bent their backs planting rice in the muddy field.","Traditional Vietnamese painting style, a fat older brother in silk lying in a hammock while the younger brother and his wife work in a muddy rice paddy, hot sun, contrasting lives, 8k resolution, professional artwork.",Older brother,Lazing,In a hammock
2,16,"Hai vợ chồng người em thức khuya dậy sớm, lại cố gắng cày cấy, làm cỏ, bỏ phân, lúa tốt hơn trước, nên đến mùa, được bội thu. Thấy thế, người anh sợ em kể công chiếm lấy phần hơn, vội bàn với vợ cho hai vợ chồng người em ra ở riêng.","Harvest time came; the younger couple piled up high stacks of golden rice sheaves. The older brother stood watching them, his eyes narrowed, whispering to his wife. He pointed a finger strictly toward the village gate, signaling them to leave.","Traditional Vietnamese painting style, younger couple stacking golden rice sheaves in a field, the older brother standing nearby whispering to his wife and pointing towards the distance, sharp facial expressions, masterpiece quality.",Older brother,Ordering,The younger couple to leave
3,16,"Ra ở riêng với vợ, người em được người anh chia cho có một căn nhà tranh lụp xụp, trước nhà có một cây khế ngọt. Hai vợ chồng người em không phànàn một lời, hết vào rừng đốn củi đem ra chợ bán, lại đi gánh mướn, làm thuê.","The younger couple moved to a tiny hut with crumbling mud walls and a roof of dry straw. In the small earthen yard stood a large, old Starfruit tree. Every day, the husband carried heavy bundles of firewood on his shoulders from the forest, sweat dripping from his forehead.","Traditional Vietnamese painting style, a tiny thatched hut with a large green starfruit tree in the yard, the younger brother carrying heavy firewood on his shoulders, humble and hardworking scene, highly detailed, 8k resolution.",Younger brother,Carrying,Firewood
4,16,"Còn người anh có bao nhiêu ruộng nương đều cho làm rẽ, để ngồi không hưởng sung sướng với vợ. Thấy em không ca thán, người anh cho em là ngu si, lại càng lên mặt, không lui tới nhà em và cũng không để ý gì đến em nữa.","The older brother sat in his large brick house, eating a feast of meat and wine with his wife. When the younger brother walked past the gate, the older brother turned his back and slammed the wooden doors shut.","Traditional Vietnamese painting style, the older brother inside a large brick house feasting with his wife, slamming a heavy wooden door shut, proud expression, high contrast, professional artwork.",Older brother,Slamming,The door
5,16,"Những ngày sung sướng nhất của hai vợ chồng người em là những ngày khế chín. Quanh năm, hai vợ chồng đã chăm bón và bắt sâu, đuổi kiến cho cây khế, nên cây khế xanh mơn mởn, bóng rợp khắp mảnh vườn nhỏ bé, quả lúc lỉu cả ở những cành là sát mặt đất, trẻ lên ba cũng với tay được.","The Starfruit tree grew lush and green. Its branches hung low, touching the ground, heavy with clusters of ripe, yellow star-shaped fruits. Sunlight filtered through the leaves, creating a cool shade over the yard.","Traditional Vietnamese painting style, a lush green starfruit tree with clusters of bright yellow star-shaped fruits hanging low, dappled sunlight filtering through leaves, peaceful garden atmosphere, masterpiece quality.",Starfruit tree,Bearing,Ripe fruits
6,16,"Một buổi sáng, hai vợ chồng mang quang gánh và thúng bị ra gốc khế, định trèo lên hái quả đem ra chợ bán thì thấy trên ngọn cây rung động rất mạnh, như có người đang trèo. Hai vợ chồng nhìn lên thì thấy một con chim rất lớn đang ăn những quả khế chín vàng.","One morning, the couple brought bamboo baskets to the tree. Suddenly, the branches shook violently, leaves falling like rain. They looked up and saw a massive bird with feathers of gold and red perched on the top branch, eating the ripe fruits.","Traditional Vietnamese painting style, a massive phoenix-like bird with golden and red feathers perched on a starfruit tree, eating yellow fruits, leaves falling, a couple watching in awe from below, 8k resolution, professional artwork.",Giant bird,Eating,Starfruits
7,16,"Hai vợ chồng đứng dưới gốc cây xem chim ăn, đợi chim bay đi rồi mới trèo lên cây hái quả. Từ đấy, cứ mỗi buổi sáng tinh mơ, hai vợ chồng ra hái khế, thì đã lại thấy chim ở trên cây rồi. Thấy có người, chim vẫn cứ ăn, ung dung một lúc lâu, rồi mới vỗ cánh bay đi. Chim ăn ròng rã như thế ngót một tháng trời, cây khế vợi hẳn quả.","The couple stood frozen at the base of the tree. For a month, every morning at dawn, the giant bird returned to eat. The branches became bare, with only a few green fruits left. The couple looked at the empty tree with worried faces.","Traditional Vietnamese painting style, the giant bird returning at dawn to a starfruit tree with fewer fruits, the couple standing below with worried expressions, soft morning mist, highly detailed, masterpiece quality.",Giant bird,Returning,To the tree
8,16,"Một hôm, đứng đợi cho chim ăn xong, người vợ nói nửa bỡn nửa thật với chim: “Chim ơi, chim ăn như thế thì còn gì là khế của nhà tôi nữa! Cây khế nhà tôi cũng sắp hết quả rồi đấy, chim ạ!”. Chim bỗng nghển cổ, nheo mắt như cười, đáp lại: “Ăn một quả, trả cục vàng! May túi ba gang, đem đi mà đựng”.","The wife looked up and spoke to the bird, pointing at the empty branches. The giant bird stopped eating, tilted its head down, and opened its beak to speak: ""Eat one fruit, pay back a piece of gold. Sew a three-span bag to carry it.""","Traditional Vietnamese painting style, the giant bird looking down and speaking to the wife, its beak open, magical aura, the wife pointing at the tree, mythical and legendary atmosphere, 8k resolution.",Giant bird,Speaking,To the wife
